x,y
-2.785660582,20.325580446
-3.152086930,20.460221825
-3.526647093,20.571684748
-3.898390668,20.659533303
-4.262744167,20.723158924
-4.623204973,20.763212773
-4.981228117,20.780755950
-5.337111459,20.775434324
-5.690733571,20.748027835
-6.042461783,20.701294895
-6.391900275,20.635750403
-6.739726911,20.551410121
-7.088304218,20.450310931
-7.440709046,20.333511368
-7.793209272,20.200069436
-8.137750203,20.048848398
-8.473886649,19.878565923
-8.800109058,19.690757327
-9.106708001,19.488775884
-9.389550082,19.273680245
-9.651849311,19.044851584
-9.895118801,18.802847540
-10.118902882,18.546962388
-10.324170305,18.278375173
-10.514048155,18.000728198
-10.687140938,17.715437033
-10.846289564,17.421467698
-11.001607950,17.118571398
-11.159095329,16.806293596
-11.312954752,16.485239061
-11.454905937,16.156842217
-11.582870924,15.820779931
-11.697653749,15.477903447
-11.795502062,15.131758248
-11.872111547,14.785836746
-11.932538060,14.436130706
-11.987469516,14.074382574
-12.040281461,13.697398853
-12.089005345,13.307529767
-12.135750592,12.905141311
-12.181242783,12.488357131
-12.225095135,12.059873601
-12.267992717,11.626688067
-12.310161476,11.188780604
-12.351483444,10.748057839
-12.392217298,10.314610185
-12.432774559,9.892699423
-12.472644420,9.479020330
-12.510639583,9.071953815
-12.546190963,8.671022366
-12.579793080,8.276554224
-12.611977469,7.888677576
-12.643193694,7.508629637
-12.672939477,7.134687920
-12.700335348,6.762712391
-12.726106619,6.394770431
-12.748992274,6.026801543
-12.765096842,5.644680935
-12.773786883,5.240451438
-12.774910679,4.821576541
-12.765236848,4.396789356
-12.742959007,3.958277993
-12.709760565,3.519398213
-12.668103912,3.122075495
-12.621452330,2.784184616
-12.565382712,2.491378629
-12.485379225,2.227825140
-12.336948314,1.930070417
-12.131317697,1.681249235
-11.860586589,1.470151654
-11.534261551,1.294738331
-11.253107006,1.178614248
-10.949932013,1.078218651
-10.627171794,0.991565279
-10.282504429,0.920558300
-9.921920568,0.863147029
-9.569549666,0.816195468
-9.234820477,0.779448816
-8.910520854,0.752445395
-8.583108401,0.731566587
-8.150156676,0.713476813
-7.721717259,0.703548989
-7.399433445,0.699595849
-7.085975299,0.697413961
-6.771497922,0.690908588
-6.365274069,0.672593849
-5.959254919,0.643197024
-5.552999475,0.600634989
-5.147878042,0.550194969
-4.837938551,0.509185156
-4.529984840,0.466883342
-4.220123634,0.425704459
-3.914177832,0.388800465
-3.605471447,0.352702243
-3.282072840,0.311628055
-2.944648519,0.270012368
-2.589403635,0.220116616
-2.207489550,0.140172865
-1.878642593,0.048707545
-1.538278988,-0.060872814
-1.170426864,-0.192364097
-0.773801451,-0.346522363
-0.408373668,-0.505190965
-0.021861423,-0.687242915
0.382753319,-0.878578376
0.795266899,-1.061108244
1.206201634,-1.218233950
1.615042697,-1.348745963
2.027447721,-1.462550769
2.444337097,-1.561775774
2.866086430,-1.647576447
3.294262691,-1.720658860
3.740351718,-1.778117756
4.203488454,-1.819513492
4.664433645,-1.849705691
5.102255504,-1.874113814
5.503989821,-1.897946122
5.919152230,-1.923469645
6.289099461,-1.942857751
6.626225793,-1.958610569
6.958461145,-1.975238963
7.358939103,-2.002336325
7.737680978,-2.026687915
8.092924832,-2.030314596
8.431635227,-2.022554794
8.745950567,-1.985505546
9.021226460,-1.860267627
9.251423191,-1.635821192
9.441121132,-1.312708075
9.587490533,-0.876167215
9.647083318,-0.545368067
9.679232158,-0.178658374
9.701836487,0.223761343
9.727192426,0.642355760
9.767402198,1.057112815
9.833516842,1.451462416
9.926390495,1.840018601
10.038024465,2.238782257
10.164556371,2.633519568
10.302660324,3.006635378
10.449495761,3.340907396
10.618279157,3.634807131
10.944910169,4.000239180
11.313743979,4.238164106
11.676359256,4.368620399
12.114768959,4.366353584
12.525934179,4.245917027
12.908051418,4.114411216
13.264277508,3.963884616
13.601046229,3.807729762
13.918478916,3.644892501
14.240741581,3.482683190
14.448336872,3.291529278
14.481609363,3.046507869
14.125982106,2.760501925
13.858364669,2.645297336
13.564040805,2.543170675
13.224960983,2.435611041
12.839848270,2.323202189
12.407951077,2.207093798
11.928517819,2.088435543
11.401510479,1.968511513
10.851187083,1.853163328
10.484994456,1.782068806
10.107136687,1.713269232
9.699056556,1.642246456
9.265833799,1.569439115
8.813243413,1.495431347
8.347060396,1.420807291
7.873059745,1.346151085
7.397016457,1.272046868
6.924705531,1.199078778
6.461901964,1.127830955
6.014380752,1.058887537
5.587916895,0.992832662
5.188285389,0.930250469
4.820421135,0.871587850
