x,y
-6.081292391,13.818323399
-6.421163378,13.889451624
-6.756261041,13.945759644
-7.088736488,13.988224984
-7.417138611,14.017738493
-7.741148840,14.035065787
-8.060746483,14.039339120
-8.374410384,14.028862544
-8.679834893,14.003591088
-8.979886146,13.963141462
-9.281379138,13.905352859
-9.588777384,13.829753720
-9.897548801,13.736414117
-10.200391595,13.623678058
-10.495652673,13.488476383
-10.783777701,13.334715124
-11.060984661,13.171667858
-11.325734338,13.002766651
-11.579425476,12.825348709
-11.831893940,12.630554747
-12.162238403,12.344508683
-12.480247320,12.034250744
-12.775779719,11.710413975
-13.054115928,11.374358709
-13.320814538,11.028737455
-13.568888017,10.680406168
-13.742466942,10.417073794
-13.903405466,10.156951264
-14.061823610,9.886053918
-14.265062692,9.515154482
-14.455169707,9.132256940
-14.623867379,8.745789423
-14.774781478,8.352345484
-14.910930619,7.948376080
-15.031694267,7.545090421
-15.113921912,7.245991722
-15.188067369,6.953001970
-15.256927674,6.655314337
-15.320513452,6.352658161
-15.378732856,6.045237543
-15.430867607,5.734439143
-15.477712275,5.421153007
-15.517938060,5.104489229
-15.547476805,4.782932819
-15.565018527,4.454864823
-15.571327384,4.122187056
-15.565470491,3.788771158
-15.546135409,3.454309022
-15.514907609,3.120267345
-15.475271662,2.793319211
-15.428331457,2.476397251
-15.373442243,2.167149475
-15.311289945,1.864119539
-15.242114451,1.567522331
-15.165664716,1.276357732
-15.077936516,0.975596204
-14.943530876,0.561574158
-14.790492494,0.142433368
-14.622067235,-0.266541732
-14.442776348,-0.669819357
-14.258493259,-1.071460977
-14.068240889,-1.460050250
-13.919562353,-1.741098706
-13.768666006,-2.009533732
-13.611800157,-2.272162861
-13.449796065,-2.527459408
-13.281698122,-2.776767057
-13.106300602,-3.020274942
-12.924916524,-3.257956264
-12.735371848,-3.489862403
-12.531178183,-3.716133420
-12.311252719,-3.936680309
-12.075375920,-4.151682883
-11.817987308,-4.362221326
-11.533688661,-4.572923483
-11.228614884,-4.777493920
-10.915005642,-4.959740055
-10.595874862,-5.113232477
-10.270176361,-5.242785803
-9.943714157,-5.349966296
-9.620033951,-5.435100833
-9.295726046,-5.498021110
-8.965592598,-5.538987436
-8.624349626,-5.558033396
-8.278173892,-5.555187121
-7.940305744,-5.530676966
-7.616973979,-5.484131412
-7.302821358,-5.416139806
-6.992436187,-5.328364257
-6.682145992,-5.220680289
-6.375823097,-5.093703449
-6.080322583,-4.949970068
-5.797734634,-4.787980877
-5.526605931,-4.610324466
-5.258723106,-4.418090935
-4.914299151,-4.145450642
-4.578350268,-3.853734138
-4.251144021,-3.550507833
-3.938741576,-3.249157796
-3.714241774,-3.029262414
-3.499191077,-2.817162171
-3.280445888,-2.607642880
-3.053895102,-2.401022100
-2.823719603,-2.197257866
-2.590277429,-1.990491552
-2.283872606,-1.708358530
-1.974826029,-1.458740737
-1.665600500,-1.274138696
-1.342152069,-1.213037166
-0.983486087,-1.339166591
-0.631121500,-1.631161293
-0.386510283,-1.987313877
-0.164419313,-2.406385280
0.026209790,-2.771214987
0.203928030,-3.105836455
0.349532941,-3.208576426
0.515971352,-2.948413240
0.642142796,-2.482438971
0.659427016,-2.062074422
0.642620925,-1.610411814
